category,text
dvd,it is really 3 1/2 stars but some people gave only 1 or 2...
dvd,arnie's last great action movie
dvd,fatastic treat
dvd,arnold's best performance
dvd,very good action adventure film...........
dvd,defense industry & government corruption all the way to the top!!!
dvd,getting the woman off is where it's at!
dvd,good solid information you can count on
dvd,not a fix-it self-help kind of thing this is about going from good to better
dvd,the orgasm feels good right through the television into my bedroom
dvd,mutual respect between partners - very refreshing!
dvd,thrilling and fascinating.
dvd,very informative set of videos.
dvd,these videos weren't anything like i expected
dvd,sea of love
dvd,sea of love-great movie
dvd,i remember sea of love
dvd,a charme of a movie
dvd,a very hot thriller !
dvd,this is how you can make a superb psycological thriller this is really sick stuff
dvd,about the movie sea of love.......
dvd,an actuh's film among the swill
dvd,sea of love is a super thriller edge of your seat phycological thriller with alot of twists and turns.with a suprise ending.
dvd,great acting by daniels and eisenberg
dvd,damp squid whale of a bad time
dvd,best screenplay 2005--fierce literate and scathingly funny
dvd,thanks laura and jeff.
dvd,a major work
dvd,so realistic it's uncomfortable
dvd,from darwing to god.
dvd,evolution boxed set
dvd,well-executed fascinating presentation of real science.
dvd,absolutely awesome!
dvd,what about other countries?
dvd,agnostics are smarter than atheists
dvd,evolution is a fact - get a life!
dvd,interesting but long
dvd,a great feel good movie
dvd,enjoyable if not original
dvd,m�nner wie wir - guys and balls
dvd,"""why don't we go see the gay firefighters?"""
dvd,in many ways this is yesterday's lunch - but a fun and endearing replay!
dvd,knowing how much life is worth motivated porter to extrodinary acts
dvd,outstanding in the film noir genre!
dvd,one tough dude
dvd,a good cast makes a good film
dvd,"""ain't that a kick in the head!"""
dvd,dark hero
dvd,good movie but...
dvd,cool calm collected.
dvd,payback mel gibson
dvd,the desperation of a man who had to choose
dvd,when fellini became fellini & marcello became marcello
dvd,after a half-century of viewing still the best film ever made
dvd,the fountains stopped working
dvd,one of my favorite movies
dvd,a landmark film!
dvd,surface charm masks a cold heart
dvd,yep this one is a classic.
dvd,""" i want an island..."" "" so buy one..."""
dvd,a sweet film indeed
dvd,time flies by! great for abs and back
dvd,"not a ""killer back"" workout"
dvd,the best abs dvd ever
dvd,very good unique program mixes cardio and toning work
dvd,awesome awesome workout!!!
dvd,all right
dvd,thanks for responding michael
dvd,one of the year's best
dvd,root for akeelah!
dvd,inspiration for our young people
dvd,overcoming obstacles
dvd,akeelah and the bee
dvd,routine story that is well done.
dvd,heart warming inspirational
dvd,good things for those who work
dvd,get this.
dvd,buy this dvd now!
dvd,this is it!
dvd,this you have to see!
dvd,grateful for the superb audio quality on this one
dvd,can i go lower than 1 star?
dvd,wow flashback
dvd,us blues
dvd,must-have for all deadheads!!
dvd,only for deadheads
dvd,illuminating look at the band fans & pa
dvd,5 stars for the second dvd...
dvd,the gardening
dvd,2 green thumbs up
dvd,little gem
dvd,clive owen has the greenthumb
dvd,good movie! at least rent it!
dvd,really good stuff
dvd,no words to describe!
dvd,worth it?
dvd,a perfect series final with perfect edition
dvd,"it's not ""just"" giant robot anime"
dvd,the best series i have ever seen!
dvd,great series - amazing value
dvd,nice dvd set
dvd,a charming and delightful little comedy!
dvd,sandra before she was famous
dvd,one funny trip down the road of love....
dvd,classic john ford western with his two favorite leading men
dvd,bradbury didn't like it - but i do.
dvd,almost existential
dvd,excellent cult film for fans of true science fiction not fx you have to watch it more than once though
dvd,the martian chronicles
dvd,one of the three movies influence me
dvd,great book horrible show
dvd,an excellent movie
dvd,jamie shines under pressure
dvd,fantastic reality/cooking show
dvd,this guy is histerical!
dvd,has jamie bitten off more than he can chew??
dvd,jamie oliver as you've never seen him before
dvd,5 stars great movie buy the sensio or fqhs & see in imax 3d
dvd,hard to review this dvd
dvd,a wonderful movie! but the dvd could've had more.
dvd,santa vs. the snow man 3d is awesome !!!!!!!!!!!
dvd,should be santa vs. the producers
dvd,wonderful feature
dvd,not the best transfers but at 40 to 50 cents per movie what do you want
dvd,no oscar winners but some nice b and z grade westerns
dvd,quality of transfers is disappointing - trash along with just o.k. transfers - most can be found in better quality elsewhere
dvd,'the man with no name' rides into town for the first time...
dvd,fistful of dollars
dvd,one star for violence--five stars for heroism
dvd,watch clint eastwood in action...redefined the notion of a truly great hero in the wild wild west!
dvd,eastwood becomes a star
dvd,essential western viewing.
dvd,sublime classic and solid western
dvd,a western grimms fairy tale!
dvd,"western clone of kurosawa's ""yojimbo"""
dvd,good for da kids
dvd,best childrens movie in a long time
dvd,dis waz da bets
dvd,a timeless classic for all audiences
dvd,a great movie for kids
dvd,'back'-splitting funny
dvd,a great edition to your collection
dvd,a great trilogy
dvd,a classic of war
dvd,kubrick and the marines
dvd,save yourself the trouble..
dvd,stanley kubricks best masterpiece
dvd,wow stan could sure make a powerfull movie but what else is new
dvd,full metal jacket
dvd,not worth your time
dvd,everything new is old again...
dvd,a well done period movie for the family
dvd,nice movie for children.................
dvd,can we not get ahead of ourselves here?
dvd,"""retail"" price??"
dvd,enjoyable for young and old and on many levels.
dvd,a cinematic masterpiece....the best of disney!
dvd,for your princess
dvd,sleeping beauty awakens!
dvd,this movie is excellent.
dvd,truly a beauty!
dvd,i enjoy the movie
dvd,wonderful film. excellent extras.
dvd,what is definately the best disney fairy tale masterpiece ever
dvd,a true horror classic
dvd,very good horror film
dvd,all you gotta do is take my hand
dvd,its got sam ritter who is a um...
dvd,mcdowell steals the coffin
dvd,effects of islamic law
dvd,a tale of loss and sorrows . . .
dvd,an eye-opening film
dvd,hard times
dvd,amazing sad and... sad
dvd,a wonderful story.
dvd,brilliant searing and unforgettable
dvd,definately made me think
dvd,if you had any doubts about the brutality of the taliban this film you must see!
dvd,not for younger children
dvd,more real than project runway...
dvd,bible collection
dvd,the dvds were good.
dvd,a serious review!!!
dvd,good job on a great story but the goliath encounter was awful
dvd,fantastic work
dvd,terrific fast paced and intriguing coverage of the life of david!
dvd,david the king
dvd,must have for fans of bible stories on dvd! save $$$ while building your library!
dvd,skip color go directly to the black-and-white
dvd,terms of endearment
dvd,overrated and overacted
dvd,another classic!
dvd,a good throw back chick film
dvd,heart-warming sad and humorous in some parts
dvd,a remarkably believable and touching film!
dvd,"""i don't know what it is about you aurora but you bring out the devil in me"""
dvd,rabbits foot
dvd,an excellent fantasy comedy!
dvd,even black and white needs a little color
dvd,a very pleasent film
dvd,technicolor revolution
dvd,good family film
dvd,you'll laugh you'll cry
dvd,this boxed set is great but it could have been greater
dvd,diagnosis murder on dvd - finally
dvd,i love it anyway!!!
dvd,best - can't wait for additional seasons
dvd,dick van dyke rocks!
dvd,favorite show
dvd,murder the doctor wrote
dvd,best show ever!
dvd,the sonics...
dvd,a great pianist
dvd,trust the peanut gallery? or trust experts. your choice ...
dvd,incredible technique aristically good also
dvd,a performance what is never seen before.
dvd,good... but not if you are a real classical music lover
dvd,impressive playing and impressive production
dvd,excellent technicality
dvd,brainy baby does it again
dvd,an arrogant waste of time
dvd,highly enjoyable!
dvd,sequals are never as good
dvd,a classic that is even better as book than film
dvd,laura - great movie!
dvd,laura a name to be remembered!
dvd,clasic mystery
dvd,my favorite film-noir!
dvd,laura - a film noir reviewded by chroesus
dvd,a classic noir thriller.
dvd,enjoyable to watch
dvd,good but jack dominates a bit much...
dvd,house of eliott - series three
dvd,for the modern woman
dvd,good but leaves you hanging
dvd,brilliant series poor quality sound on dvds
dvd,praise for house of eliott
dvd,a fabulous finish!
dvd,quite refreshing
dvd,not my cup of tea
dvd,slow but brilliant.
dvd,kate hudson is the cute all-american girl-next door type
dvd,"latina ""coming of age"""
dvd,i wish there were more movies like this.
dvd,real women have curves
dvd,young ana garcia takes on her mother and the world
dvd,easy to love the characters - good message
dvd,this is the best film i've seen in quite a while!
dvd,where it all began....
dvd,only you
dvd,not as good as the other seasons
dvd,the simpsons begins here
dvd,the simpsons revolutionises animation comedy
dvd,"""newbie"" review"
dvd,a touching film of courage canniness and survival
dvd,an amazing part of film history
dvd,i forgt how powerful this film really was...
dvd,a riveting performance by tom hanks...
dvd,the syndrome crusoe?
dvd,the ultimate challange for a great actor!
dvd,cast away
dvd,hanks at his best...
dvd,tom hanks in castaway
dvd,great companion to dr. strangelove
dvd,easily the best space imax movie
dvd,if you buy one film on space this is the one...
dvd,pee your pants funny?
dvd,we need 6 stars
dvd,funny yet not laugh out loud
dvd,worst movie ever made
dvd,an early 90's must have
dvd,enlightenment from behind the counter
dvd,generation x at its (best|worst) -- strikeout which doesn't apply
dvd,i'm not even supposed to be here today
dvd,wonderful the best ever
dvd,jennifer ehle shines as elizabeth b.
dvd,a beautiful and faithful film...
dvd,pride and prejudice
dvd,strong buy
dvd,best dvd version of pride & prejudice plus extras+++
dvd,the best pride and prejudice movie
dvd,true to the book pride and prejudice
dvd,calming flow sequences gently strengthen while fostering relaxation
dvd,solid original yoga practice
dvd,very good yoga dvd
dvd,good movie...bad ending...
dvd,outrageous end.
dvd,acting acting acting
dvd,this not the typical action flick you see those saturdays at night!
dvd,not just another evening drive
dvd,it's hard to buy into this one.
dvd,dark side of the moon
dvd,floyd's masterpiece
dvd,a disappointment in a way...
dvd,the best rock documentary i have ever seen.
dvd,"possibly the best in the ""classic albums"" series"
dvd,dark side of the moon - the story behind the music.
dvd,careful as you might feel cheated
dvd,one person one action can make a difference
dvd,stress & ethics
dvd,changing lanes tells a good story.
dvd,would like to see alternate endings
dvd,an excellent movie with an excellent plot
dvd,much more to it than there first appears to be
dvd,staying lame
dvd,an american classic
dvd,after katrina the memory of a once-existing city
dvd,different slow peaceful funny
dvd,beatnick noir
dvd,beautifully shot poorly acted terrible dialouge
dvd,benigni steals the show!
dvd,no way out
dvd,glengarry - glenross
dvd,a litmus test
dvd,a bleeping tour de force
dvd,"""always be closing!"""
dvd,a must for all you hard working men and women
dvd,kill me now.
dvd,if you're in street sales this movie will be like a horror flick to you..
dvd,denise austin hit the spot-core
dvd,core workout
dvd,good body sculpting workout with the stability ball
dvd,video exerciser
dvd,better than citzen kane
dvd,a disturbing meditation on racism rancor and violence...
dvd,i liked it...just not as much as everyone else does.
dvd,a great reproduction of a great movie with a great set of extras
dvd,on the edge of perfection
dvd,proof that john wayne could act
dvd,john wayne's real talent in all it's primitive glory
dvd,just enjoy it on its own terms; it is one of the masterpieces of cinema
